reviews,sentiments
"newark bangalore return via london ba premium economy world traveler plus. paid 40% premium economy $600 extra approximately $150 per leg. worth it? i'd say broadly yes, though want pay much would harder justify one leg 6-7 hours involved. boarding: premium economy get standard 2 checked bag allowance whereas economy 1 bag though numerous exceptions allow 2 india us/canada one exceptions though clear applies travel originating either end. sure got extra bag use 2 bag allowance boarding: board zone 3 first/business & oneworld elites. helpful get dibs overhead storage - fit premium economy always put front behind economy begins boarding. means also get fairly quickly - help hurry get security heathrow connecting flight immigration final destination. flight: welcome drink premium economy champagne, juice, water depending departure time. also hot towel service also. 787 cabin: 787-9 nicely done premium economy cabin. 2-3-2 seating opposed 3-3-3 economy. somewhat wider seat. seat pitch also decent. new style slimmer seats though possibly less cushioned get older seats - seat comfortable. food tray comes armrest seat back storage though much. small drinks tray built front arm rest share neighbor. recliner style footrest support calf. get noise canceling headset nice basic amenities kit eyeshades, socks toothpaste. seat back screen large easy use. restroom cabin one immediately behind economy - long walk 777 cabin: 777 2-4-2 seating premium economy club world opposed 3-3-3 economy. 777 version used lhr-blr sector small premium economy cabin - 3 rows seats. gives sort cosy feel. walk way economy section immediately behind get restroom. economy looked pretty full legs 777 premium economy full - seat next vacant legs. helped stretch sure. seat back screen old 777 much smaller seats older possibly cushioned slimmer 787 seats. food: nothing much here. think different regular economy meal would been. ok - nothing write home about. all, long journey, premium economy product offer additional comfort along early boarding baggage. worth extra long haul like us india. bit harder justify shorter flights fewer legs.",Positive
"london berlin scheduled 21st december. approach airport, got message saying flight canceled. explanation given. arrived airport, staff acted confused said rerouting center closed evening due issues, wanted travel next days ahead christmas book travel another airline train company e.g. eurostar. costs would reimbursed. airport staff also said help british airways available day due airport issues. felt way rebook different airline hefty +300 gbp fare short haul flight next day. christmas, prices high. arrived destination, lengthy exchange messages british airways started, british airways said end compensate costs rerouting different airline opposite airport staff said day cancellation.",Negative
"london mumbai. battles leadership ba would let book seat pay airmiles. finally relented please many earn airmiles credit cards. illustrate boarded ba199 slightly negative mindset, mindset changed quickly. although travelled economy, seat comfortable, service excellent, food. minor quibble, choice films seems reduced many quite old. ba's attempt reduce costs, quite obvious detracts overall quality product. particularly impressed trouble cabin staff took warn us take single-use plastic e.g. water bottles, duty-free carrier bags terminal could result stiff fine. grumpy several aspects ba's service past, writing leadership thank improvements.",Positive
athens los angeles via london. worst flight experience. ticket october travelling 1st december. 24hrs decide cancel flight give alternative another flight 3 hrs later. athens los angeles via london day. arrive london realize announcement screen flight operated. heard announcement last call departure. checked ba information desk confirm flight one cancelled asked reply: found aircraft 12 hrs rescheduled flight. send email response twice: flight never operated rescheduled. think overbooked flight didnt care it.,Negative
"return journey sydney london, approximately 22 hours duration stop singapore airport, faced one major issue. flew economy class two year old, whose inflight entertainment headphone socket wasnt working. paid £723 two year olds ticket, would except inflight entertainment working long flight. complained cabin crew best unfortunately socket could fixed. offered move seats 2 seats available however three us practical. cabin crew gave us first class goodies including bottle champagne inconvenience caused also said could offer us monitory terms £25. said would contact ba customer services behalf complain expect compensation crew could offer us. time got plane baggage claim, already received email ba c/s would respond within 48 hours, did. however, could offered £20 voucher use another ba flight. replied declining said insult originally paid flight explained cabin crew said. also said intention booking foreseeable flights airline therefore evoucher worthless me. alternative means reasoning. flight basic seats uncomfortable. ba also offer wifi plane try use it, charge £4.99 per hour economy class.",Negative
"flown british airways leeds bradford london heathrow part journey back home thailand 12th december 2018. arrived leeds bradford 3 hours early queue check-in counter. check-in process took less minute already done online check-in, means dropped luggage. staff airport friendly helpful. passed security control waited aircraft. boarding process mess priority boarding flew economy boarding groups, luckily every passenger could board front rear door aircraft parked remote stand. aircraft old cabin modern clean. seat comfortable good wing view. downside seat second last row back seat pitch short luckily 176m tall problem. aircraft delayed due slow boarding process weather condition, crew friendly helpful. captain always announce information whole flight let passenger know cause delay flight information. flight departed crew started board service. buy anything food option poor, expensive paid credit cards. one hour flight expect top service standard. flight arrived london heathrow time despite traffic. overall, flight service crew made flights enjoyable improve food boarding process better.",Positive
"booked flight expedia june 21019 denver paris via london promise could upgrade using avios. booking flight trying upgrade, notified could upgrade flight due purchased ticket, paid $250 early seat selection flights, buy front plane, notified seats changed back plane explanation, - found gave seats, paid extra for, another party. could request refund, honor sold first place. would honor refund either. became ill chose refund fare $3380 plus paid upgrades.",Negative
"johannesburg london. bulkhead seat upper deck. advantage nobody step night. ba using configuration seats business last 20 years, time step game want keep people flying them. business class seat wider premium economy seat, difference goes full bed. room put glass taking table. late flight 10pm, crew decided offer pre-dinner drinks. ordered quick meal option order get sleep. big mistake: get appetiser tiny desert even smaller. still hungry refused serve main dish reserved crew. trays removed everyone else finishes, much getting sleep. crew never came back breakfast. flight total disappointment.",Negative
"london kuala lumpur. first time flying ba kuala lumpur dreamliner 787. excited trip ba made come back fly malaysia stopping service many years. paid seat first row longer leg room. absolutely regretted disappointed choice. made complaint crew seat 30b sunk felt uncomfortable sitting seat next 13 hours. crew offered extra pillow seat it, help either. tv screen 30b also working watch anything whole duration flight. would recommend totally avoid sitting row 30 seats close lavatories hear toilets flusing time. last time flying ba unless aircraft changed perhaps a380. dreading next return flight back london. crews friendly helpful. fault that.",Negative
los angeles london heathrow. poor customer service. checked 3 hours prior flight departure asked aisle seat said no. asked replied dont any. plane place bag staff said sorry sir dont space put underneath seat. served dinner said dont chicken pasta. told dont like pasta vegetarian food. said pasta vegetarian.,Negative
flight seattle london november 6th canceled due technical problems. waiting airport 9 hours staying line 4 hours ba associate couldnt find us immediate flight. offered us flight would arrive london late november 8th. would take us 16 hours. since purpose trip present paper conference november 8. would missed presentation time would arrive. trip supposed 4 days time arrival return less two days. advised us cancel flight promised refund flight tickets well expenses accommodation since late cancel booking. filed claim online based instruction. customer relation phone number disconnected. fact automatic voice mail says “please dont chase call”! website link refer tracking claim auto message link dose exist. 1.5 months stressful attempt connect customer relations finally responded email tell going receive refund them.,Negative
"gatwick barbados. flew gatwick 6th december back 17th dec. started well newish 1st class lounge south terminal. however, walk gate miles. almost 1/2 mile walk joke honest. north terminal, flight used operate shorter walk flight, decor layout much, much better. i'd guess ba got offered cheaper deal move s.t. first impression badly ""new"" 1st class holding up. scuff marks everywhere. surface scratches. bobbles wear seat fabric. probably 5 years use looks like 10. wc small cracks plastic walls brown stains. needs paint job least. motley flowers ba removed years ago save costs, re-instated there. looked like pinched graveyard. much said seat ""an market business class"" - true. true 1st class sense emirates singapore airlines offer. flown 1st. food also business class quality. casual dining rather fine dining. taking one meal; starts amuse bouche. one motley round mozzarella bit cheese. one tomato. one bit green stuff. one straggly piece prosciutto ham. total cost 30p. outstanding! prosciutto wrapped asparagus garlic aioli parmesan. totally, utterly boring. wife soup said nice. jerk chicken dish. okay. glassware chinaware okay. cutlery poor quality, stuff expect pizza express, except stuff pizza express better. accept stuck 1st product next 30 years so, much ba could improve ""cheap"" look premium product. quality presentation, food, champagne, even menu covers. trumpet ""superb"" laurent perrier grand siecle champagne, retails £120 bottle. nice, know inferior airline 1st class offer krug. £20 bottle more! alternative 1st course ghastly ying-yang club business class. world's hated business class sky. i'm businessman know could run airline better, quality perspective. price perspective, bundle 1st flight part ba holiday, sort works okay-ish. fas always nice bunch men women.",
"moscow london. fantastic first class service. moscow lounge surprisingly good, excellent runway views. quick boarding, escorted seat crew. new first seats 787-9 fleet real upgrade older product. there's plenty space, cupboard several little storage bins addition overhead bin space. 23 inch flatscreen ife screen offered brilliant picture quality sound quality excellent thanks noise cancelling headphones. dinner menu extensive food fantastic, best airline meal i've had. drinks constantly topped boarding arrival. crew attentive friendly it. fantastic experience, i'll look forward next opportunity fly cabin.",Positive
"johannesburg london . supper asked warm / hot water make milky drink drink tea coffee health reasons. given problems. breakfast requested refused. explained drink tea coffee milk water."" keep hot water, get finished serving customers"". never came lady called take care unwell passenger. kept sugar, milk stirring stick asked another male cabin crew collecting trays breakfast warm water, explaining waiting. said bring 5 seconds never came back. felt like nuisance, deliberately ignored couldnt bother anyone flight started bumpy preparation landing.",Negative
"bridgetown gatwick. booked return flight business/club class £1,000+ find ba want charge extra £80 choose seats. awful seating ying/yang seating arranged like sardines tin. poor cabin staff attitude - asked seat made bed told ""we first class - would everyone cabin staff that"". almost asleep disturbed food/drinks passed serving hatch otherwise known privacy screen inner seat - happened 3 times, sort sleep deprivation torture. expecting business class levels service, ability sleep overnight flight sadly disappointed.",Negative
"glasgow new york via london. morning flight gla lhr ok. really miss complimentary breakfast morning flights! left time arrived plenty time make connection jfk. jfk flight service fantastic. meal nice offered plenty drinks throughout flight. left arrived time. seat legroom fine. mothers ife work moved seat, appreciated. cabin crew friendly.",Positive
"sydney london via singapore. i'm hugely disappointed business class trip. seating arrangements leave little desired, i.e. isle interrupted cabin crew passing food collecting tray person sitting inside refer seat guru understanding. service slow food, good luck getting rid tray 45 minutes. next window, need extremely athletic go toilet climb someone legs order get seat. drinks available bar could less appealing tried good luck trying get one cabin crew extremely elusive. get drink, careful leaving unattended pull tray, two drinks slip teflon type surface spill arm seat. dont get started in-flight entertainment lack it. watched two movies 24 hour flight scratching find anything else decent watch. ""new releases"" contradiction terms. little priority giving business class boarding plane, sure called first planes configuration ultimately join queue board rest economy. locate seat economy filing passed get seats. would recommend ba anyone.",Negative
"johannesburg london. contrast excellent outbound experience, inbound lacked wow factor. cabin full dominated passengers seemed want demonstrate importance. cabin crew adequate rather outstanding. dinner service unremarkable, too, cheese board shrunk size two flights. ife touchscreen struggled respond finger presses selection films different previous month. sleep quality reasonable, although high cabin temperature made duvet redundant. breakfast pretty good. arrival time relieved find bags made way domestic comair flight.",Negative
"antigua gatwick. one worst business class experience. entertainment system work asked crew solution reply sorry sir solution. service super slow 2-3 crew serve 48 business class passengers. food bad, beef cooked, mashed potatoes dry salad disgusting. nobody crew help us prepare bed. woke 20min landing offered yogurt.",Negative
"gatwick barbados. first class third rate. disgusting cabin, crumbs seat, dirty carpets finger marks controls - looked though properly cleaned days. poor service entertainment system different age. avoided flying ba last 20 years, remember why. avoid route allows.",Negative
"cape town london. unimpressive amenities service. unless bulkhead seat, way leave seat without either stepping someone step you. small storage drawer nowhere stow even small carry-on baggage except bin above. food best pedestrian wine served dinner except request took ages get. husband got cutlery tray get attention steward rectify gave one two sets mine. i, hand never got main course. finally went asked delivered cold over-cooked.",Negative
"bucharest london. giving free food drinks anymore, pay short haul. bucharest park terminal, shuttle us plane bus. charging checked luggage ask people check hand luggage 'the flights busy'. avios loyalty reward points buy lot less used to. problem ba turning budget airline, least charge accordingly, otherwise, feels like we're scammed.",Negative
"kuala lumpur mexico city via london. journey malaysia mexico alone business trip would boring. however, trip london mexico city 2 dec 2018, quite interesting cabin crew facilitating me, especially associated muslim needs food. polite talk big smiles. so, returned back malaysia transit london mexico city 5 dec 2018, wished able meet again. hope see wonderful cabin crew team next trip.",
"miami london. ba going downhill . offered chicken curry vegetable pasta outward journey, choice exactly time. explained steward didnt like either choice possible salad soup another class told extremely rude steward could like lump basically. said put requests account cant account two options every time travel wouldnt expect two menus. snack landing disgusting bagel/bun. totally unacceptable attitude staff, making bad situation worse. light didnt work seat couldnt read lights went screen damaged tv, watching incredibly hard. entertainment travelled four times last month, films barely changed. wont travelling possible.",Negative
"would like compliment british airways crew comfort flight, service crew food served. landing served afternoon tea plate credit catering company. overall enjoyable flight london gatwick tampa.",Positive
"arrived airport discover flight delayed several hours. time clear information available check-in desk unable confirm delay elsewhere airport. hour flight taken off, people purchased refreshments, announcement made passenger would entitled snack airport cafe - however refunds provided majority us already done so. complimentary food drink provided board make delay. landed gatwick minutes last train left, meaning shell £50 taxi home. despite this, ba refused pay compensation delay less three hours 2 hours 55 minutes exact! took month respond request it. airline going downhill several years experience cements ba's transformation overpriced easyjet. fly again.",Negative
"loyal customers british airways since little girl. every summer booked airline tickets company visit grandparents italy. october 17th booked 3 airline tickets visit grandparents leaving october 31st coming back november 12th grandfather sick didnt much longer live. october 19th grandfather passed away. put cancellation/refund request sole purpose see one last time. british airways refund us tickets refused refund us $150 seats even though never used services. frustrating deal top loss grandfather. addition, every employee spoken phone probably worse customer service experience ive ever encountered. beyond disappointed company neither family fly future.",Negative
"gatwick las vegas. boarding group number seemed work well gatwick, took ahead schedule service commenced 45 min take off. crew seemed relaxed happy worked well team. ba improved inflight menu shows quality food one best ive ever long haul flight. aircraft old dated ife throwback 90s unresponsive touch screen hard watch quality used hd quality days. enjoyable flight.",Positive
phoenix accra via london. great customer service treatment check phoenix young lady checked in. professional handled check process excellently. entire trip great really treated well also final leg accra ba staff london well. want appreciate gesture professionalism staff.,Positive
"manchester london. bag drop process took hour even though checked already. staff offered little apology, explaining big group ahead could nothing this. staff flight clumsy rude - one attendant dropped water bottle shoulder offered merest apology. another flight attendant didnt bother ask customers last rows wanted refreshments. exactly best british, ill certainly recommending!",Negative
"san diego hannover via london. booked ba.com, longer flights ways premium economy. return informed san diego american airlines flight dfw severely delayed would miss flight london. american airlines could book later flight day, coach available. insisted premier economy could fly 3 days. took coach american assured ba would refund fare difference downgrade. arrival home contacted ba website refund fare difference. bizarre exchange followed. first said buy upgraded seat. told look ticket. can't get refund economy class seat much expensive booked premium economy seat. contacted ba germany said get refund, booked travel agent, charge. booked ba website. saidthey would send london compute refund, can't get refund seat much expensive premium seat booked months advance. change booking sole fault delayed american airlines flight. miserable customer service.",Negative
london heathrow stuttgart. absolutely disgusted ba. husband asked put one piece hand luggage hold due flight busy agreed. ba one job - put hold make sure arrives stuttgart. proven difficult. bag lost offered assistance support.,Negative
"london johannesburg. turning right first wing t5 new experience us. pretty slick, although guy check-in exactly mr convivial. concorde room impressive, - particularly terrace quirky interior design, overlooking main concourse. boarding involved lining according group. smacked bit low-cost airlines, guess that's necessary passengers double-decker plane. first cabin a380 definitely spacious 747 'suites' also room extra storage space. dividers seemed higher, too, giving better privacy. fact cabin half full another bonus. cabin crew friendly, attentive thoroughly professional. food good, too, demonstrated airline food restaurant quality cabin crew use reheating facilities properly. wines offer good selection, including fabulous lpgs, enjoyed wine tasting. sleep quality considerably better club world, although cabin temperature little high. overall, excellent flight fully met brief first class travel.",Positive
"booked ba business class paid extra seat selection boeing 787, disappointed flight re-scheduled. rejected ba's offer flying belgian air change flight get different ba aircraft. booked window seat selections lost. husband forced sit separately. booking told could find ""proof"" paid selected seats. could prove payment booking number changed new flights. spooning stranger centre isle trip planned. return flight again, sitting apart husband tv work. staff could nicer, could find alternative seat. return, ba customer complaints offered £400 voucher next flight. despite sending two detailed messages, received response. completely inadequate service ba flight attendants delivering flights paid dealing complaints.",Negative
"vancouver london heathrow. chose fly told good families traveling 8 month old alone needed. booking process smooth stressful, call customer service multiple times need improve customer service call center. 2 flights great though, staff ground air helpful everything could ensure ok. crew came around often drinks food ok first given cot baby. originally wanted one britax seats talked saying baby would comfortable cot, nope! big could lie straight asked switched asleep 15 minutes. toilets economy order least 3 hours reached destination everyone used business class toilets, i'm sure annoying people seated lines constant.",Negative
"boston nairobi via london. good thing new clean looking plane first leg trip boston heathrow. cabin crew service standard. window seat twice passed offered anything eat/drink everyone around was, simply watching movie. noticed eye contact attendant offered anything. airplane food exactly gourmet ba food bland even little ate hungry. connecting flight heathrow nairobi worse plane opposite one boston heathrow. looked beat lacked even basics like usb port. cabin crew service leg standard. i'm probably blame overrated ba flying know better.",Negative
"basel san fransisco via heathrow. i'm convinced quality dropped considerably past several years. booked world traveller plus premium economy costs appr. twice much economy. flight sfo ok seat wise plane a380 reserved aisle seat. food disgusting me, flight given box several pieces junk food shortly landing given piece pizza. choice food leaves lot desired. cold drinks offered regularly go bulkhead get extra needed. offered maybe two hot drinks 12 hours plane longer due delay leaving uk. flight back uk worse since boeing 747 older bulkier seats. even get remote control hidden inside seat i'm big. recliner work properly general space around seat cramped person next spilled seat. feel sorry larger people. food bland poor barely warm drinks. staff seem challenged certain situations. next time i'm us look alternative airline.",Negative
london lyon. flight 1h 30 delay flight duration 1:30. ground staff forced check-in suitcase boarding process due lack space plane got suitcase damaged 2 big cuts back. customer service useless. bad experience. recommend flying them.,Negative
london boston. seated next customer needed extra seat. flight attendant extremely nice helpful ensured comfortable throughout flight. superb customer service.,Positive
stockholm london. standard configuration short haul european flights. business class still 3 seats side isle. middle seat fitted tray. wonderful crew 2 super professional stewards business. drinks served smile food also. food reminding served economy 10 years ago still free there. best part meal cheese pudding.,Positive
"amsterdam london arrived 33 minutes late - three delays, taking off, landing, getting walkway airplane. happened twice year. fly klm 90% time route delayed rarely. fly british route significantly cheaper delayed. im sure its bad luck better double flight time good day.",Negative
"buenos aires london. flew overnight friday 9th november. plane seating worn uncomfortable, large numbers argentinian passengers plane yet saw staff spoke spanish. chicken dinner described curry sauce it. bread roll stale dessert stodgy, night water offered me. possible charge electronic equipment, seatback screens small limited choice entertainment.",Negative
"business class space ridiculously narrow. service careless. allowed laptops flight riyadh, cannot work want to. cannot choose eat.",Negative
"aberdeen heathrow connect flight gatwick day after. check-in using ba app, problem re-start, opened noted boarding pass issued allowing add bag hold. calling ba explaining situation told option pay £65 airport desk. rip short flight. curiosity checked easyjet booked day would cost fly money ba asked bag.",Negative
"would recommend airline. travel lot work get fly different airlines good base compare to. baggage allowance: give 23kgs checked baggage 1 kg regardless bags travel companions pay $170aud extra. strictest airline ever used. airlines allowed 5kgs charge. ensure pre-weighed bags. in-flight meal: way sydney, served soggy squashed sandwiches meal. 8 hour flight! make sure pack snacks/meal. get bottle water rarely serve drinks. make sure pre-pack bottle two customs. customer service: get go customer service appalling. hard enough traveling kids, deal ba stressful. allow swap ticket husband traveling kids slight delay meant go flight. airport, find children's booking caused delay stress. misplace 4 kids booking? put husband seat us anything help change this. ask person next kids plane own. bother flying ba.",Negative
"new york budapest via london. second flight bit different. plane clean, cold. wanted drink water, cabin crew accepted request. mistake captain welcomed passengers bucharest budapest.",Negative
"heathrow athens a321. arrived airport time bag drop ease. got gate within 30mins bag drop light security queues. aircraft, sufficient seat legroom seat 7f. funny safety video played flight smooth. food served, except m&s, bbc news playing screens, sound russian captions, quite confusing. plane landed half hour late, best landing ever experienced.",Positive
"london bangkok. fan ba configuration business. however seat 2j right front. sure begin. food awful, ordered beef showcase british beef notes said inedible left it. instead asking something wrong would like another meal option, fa took tray away asked wanted dessert. wine 2 reds 2 whites 2 champagnes - hardly stellar wine list. entertainment small screen dreadful resolution limited ordinary range options. staff challenged best, clearly business before. disengaged disinterested. cabin hill me. toilet checked often, sweet wrapper remained toilet floor entire trip overflowing rubbish bin. would expect much better front plane pay premium service overall product match expectations.",Negative
"abu dhabi london. although ba flight, sector operated air belgium offered really poor experience. aircraft felt old tired, cabin crew totally indifferent, cabin temperature hot stuffy food totally inedible. really awful flight worth looking alternatives need fly route near future.",Negative
"gatwick orlando. stains seat, cotton buds seat well. disgusting force clean. entertainment board, functional. internet available three times emirates price twice aa flight speed wont achieve streaming. complained ba told couldnt communicate ceo could connect customer relations. gold ba thirty years its time ditch non responsive airline.",Negative
"newcastle las vegas via london. flights great, time food good flight london, nice bottle champagne well. long haul flight also good, aircraft 20yrs old clean, cabin crew nice, friendly efficient, pre ordered meal absolutely fantastic, complaint flight entertainment needs improved, ie, try showing classic british comedy programmes instead unfunny modern stuff, also include good classic rock music people actually heard of, apart that, absolutely great, well recommended.",Positive
"still fresh mind, id like commend hard working crew ba flight st.petersburg london heathrow 23rd october 2018. check-in staff professional helpful assisted query. boarding operated remarkably efficiently precise orderly manner. cabin crew welcoming professional appearance demeanor too. cabin spotlessly clean flight departed time arrived slightly early. captain informative. gripe lack route map flight m&s buy board option bit tedious. disembarkation equally well managed passengers fare welled courteous sincere way. flight restored faith ba. well done superb crew!",Positive
"london philadelphia. upgraded coach business almost $900 wanted experience bas business class boeing 787, disappointed. aircraft new, staff really could cared less business guests. 2-3-2 business seats facing cockpit others tail. ba lost traveler crew although polite, service wise lacking. pre-flight offer beverage, asked rose champagne told “i guess go find bottle open one”. previous business class experiences beverages served every 2 hours, almost 8 hour flight. served main meal almost 2.5 hours takeoff. get one full hot meal snack one hour half landing. also get initial beverage next time beverage offered 1.5 hours landing. ask anything else drink go galley. yes menu, linen, silverware glass feel like like want you. extra seat cram business narrow really uncomfortable. virtually storage small laptop droor thats it. say entertainment options good wi-fi flight. get pillow, duvet blanket decent amenity kit. ba new planes, decent business amenities however lost service. pay upgrade business ba avoid flying another option. need improve comes inflight experiences treatment specially business class travelers.",Negative
madrid london. good improvement. ba club europe flight b777 seats flat beds. ba updated menus instead serving sandwich offered full meal service. three choices main food good quality. good ba listened feedback. always let iberia partners madrid business lounge abysmal usual. toilets available lone tortilla unique culinary offering along dirty tables,Positive
"express displeasure concerns regarding flight italy. trip effectively ruined failure luggage arrive us, coupled length time took eventually reach us 9 12 days! departure dates: june 19, 2023 - flight ba 294, chicago london. june 20 rebooked ba ba 546, london rome. flights late. arrival rome, wife forced walk check-in desk reservation wheelchair assist plane never transferred ba. told cabin crew reservation transport. also, checked baggage 2 failed make ba rebooked flight london rome. ba took 9 days deliver bag 12 days deliver wife's. called ba baggage claim services daily. frequently cut waiting hold hour. apple air tags bags, sent pictures showing exact location ba baggage claim several times. 5 days, ba stated found wife's bag, needed verify ownership! bags described bright pink 4” easily visible tags bright pink bows. taking 9 12 days deliver inexcusable. return date: july 3 - ba 553, rome london. ba 297, london chicago. flights late. arrived chicago 3 hours late, missing ground transportation home michigan 3 hours away. find hotel stay overnight near chicago. july 12 filed expenses replacement lost clothing toiletries, also food purchased heathrow due flight delay overnight hotel charges chicago. 2 weeks, went online asking follow-up cases, response ba. retirees fixed income, cannot fund bas errors. honestly say times able reach human being, courteous attempted help, appeared loss.",Negative
"flew london malaga 27 august club europe. stood around gate b45 terminal 5 hour, staff giving different reasons delay, late inbound aircraft etc - plane boarded sitting hour! boarding, captain stated changed planes would meals served. club europe, received one small packet crisps throughout flight. effort apologise. smelt hot meal pilots heated saw served club europe meal tray. cabin crew also warmed pastries quick use air freshener front galley! customers received zilch. ba sent email following morning say sorry - nothing else. complete utter rip airline already cutting back many things. paid full business class fare, receive part onboard meal service expect email sufficient. avoid ba option nowadays, worst europe.",Negative
"arrived airport 2.5 hours takeoff time get checked in, go security, etc. went without issues. relatively early gate, one first passengers there. time boarding opened. first business class got called up, families children disabled people. couple minutes boarding started call people, one one, name. announcement: wont let anyone anymore. fifty people still standing gate let in. reason, said, plane short staffed later discovered, speaking manager, flight short staffed also overbooked. announcement people getting angry wouldnt let anymore. nothing changed everyone sent away. connecting flight later day going miss let plane. first tried get luggage back didnt receive immediately got hold later thanks airport personnel. then, like everyone going fly plane, wanted talk someone british airways. since dont service center frankfurt airport everyone went check-in counters received food vouchers single person either able rebook anyones flight get anyone refunded. staff said going receive email couple hours options rebook flight get refund. waited four hours email airport come today. trying call airline help either answer phone hung middle conversation. four hours waiting email people flight went back check-in counter get confirmation receive refund. new shift personell know happened. scanned passport looked flight found system dying fault could attend flight. looked like missed it. everyone standing exactly same. people counter said could anything it. later able speak manager many phone calls said going take care it. supposed get email point future. able get written confirmation get refunded even several times asking it. already flew lot times life never ever thing happened me. many people let plane also customer service horrible able rebook confirm refund way. end option get destination would book last minute flight lot money would know ever got backed.",Negative
"filthy plane, cabin staff ok, appalling customer service staff couldnt care less dealing complaint. paid extra club europe/business class. food poor, gave wipes clean seat area split could accommodate families. really expect pay extra service. cancelling bookings ba, even means lose deposit.",Negative
"chaos terminal 5 ba cancellations delays, staff give different reasons depending ask. 9 10 answers lies. sadly, ba airport standards t5 worse ever, long past able use covid excuse. short haul club europe trip, expect little ba more, barely even provide that, cutbacks covid permanent. find alternative carrier route, choose rather ba. sadly, route ba monopoly.",Negative
"way heathrow airport merely 2 half hours scheduled departure, received sms stating flight johannesburg canceled reason given. put flight one day later choice offered. already airport, proceeded check ask caused cancellation apparently pilot sick nobody available standby could it. business class check-in desk assistant, unsympathetic told us could check bags following day. found someone else told us could check 24 hrs prior departure, waited airport 2 hours checked in, went back home. offered refund, told claim extra expenses incurred train, change fees connecting flight zimbabwe, loss one night stay expensive safari lodge etc, offered anything. snooty, unprofessional, uncaring, disorganised lack service. avoid british airways find better cheaper options.",Negative
"nice flight, good crew, good seat, food would expect. aircraft new style business class seats/suite actual plane new since word. parts seat broken missing however seat still sat well worked. seat also long enough really lay get sleep. video system worked great plenty content. headphones however cheap feel work particular good. layout 773 lot business class seats, lot! sat forward cabin enter aircraft turn left cabin quieter part aircraft. crew nice entire time needs wants might had. one draw back seats traveling couple middle divider open enough really feel like mate traveling together. lhr is, crowded expansive good lounge visit completely time flights.",Positive
"8 months passed still wasting time ba team sharing documents again. flight delhi london got delayed december 2022 missed connecting flight london heathrow vancouver. ba put us flight 24 hours. reaching vancouver told baggage lost. horrible experience customer relations person even look details already shared december, january, april, july.",Negative
"june flight cancelled within three hours departure. given rebooking next day lost suitcase. arrived three days later. today - 25th august 2023 - happened again. offer rebooking two days. trying post claim, website work. never again, ba.",Negative
"ground cabin crew always provide good customer service. comes catering, club class reduced economy was. flight ba621, ravioli pasta dried along edges. slice camembert dried- bother serving it? bread roll, white olive bread, dry. wonder whether anyone ba monitors that. club class become economy get crying babies noisy children club class. its glorified, soulless bus trip, without britishness.",Negative
"family flew washington london british airways a380, able secure seats upper deck pretty hefty fee. flight unfortunately delayed 2 hrs 2245 0120 causing us miss connection gatwick turin making lounges open time got airport. onboard sat window seat nice luggage bin convenient stuff. flight entertainment system didnt work well, touchscreen disabled controller quite glitchy hard use, could use updating. food dinner decent, pasta tomato sauce tasted good airline standards. seat pretty comfortable, flight smooth. missed connection were stuck behind security 2 hrs waiting escorts, rebooked us flight heathrow milan next day, gave us free bus tickets heathrow, gave us free hotel room, gave us dinner breakfast vouchers. great customer service!",Negative
"easy check t5. galleries south north lounges packed, able get seat. didnt stay long b gates lounge much quieter. flight boarded smoothly time. a380 upper deck. old club world seating beginning age little. however, like large toilets aircraft type. cabin crew fantastic. one family tech issues seats entertainment systems crew worked hard though sadly without success. food drink options good. entertainment good. overall enjoyable flight.",Positive
good domestic flight operated ba cityflyer. ground service check-in edinburgh airport particularly friendly helpful. flight departed time arrived earlier scheduled. complimentary drink snack albeit tiny! served. generally seems quality cityflyer subsidiary superior mainline british airways flights.,Positive
"lost baggage simple situation. three weeks care, communication whatsoever. connection checkpoint heathrow 3hrs connecting flight, last leg trip. agent insists checking hand luggage since plane full. lose it. claim arrival airport immediately. three weeks, communication whatsoever, online status still “searching bag” updates. conclusion ba males effort find missing bag care.",Negative
late boarding led one hour flight leaving two hours late. single ba staff member turned board full flight shortly flight due depart. previous announcement delay. board captain blamed frankfurt ground staff delaying takeoff clearly late boarding resulted missed departure slot.,Negative
usual flight delayed. ba try blame someone inability incapacity delivering sell. hire enough personnel fulfil staff demand.,Negative
fantastic ba flight today. cabin crew seat zone 6d best experienced. although 777 old style rear/front seating - comfortable felt open spacious. ba done great things menu - nice eat breakfast food pre-arrival meal hkg 1730pm local time left london 2200 night before. dinner offering equally ample delicious. inflight entertainment great collection tv current films inflight map first rate. previously huge ba fan - 12 hour flight could recommend without reserve. flew new ba suite j class recent delhi london flight enjoyed product although felt slightly cramped think ba stepped really comfortable bedding food friendly crew engaged throughout flight best way. recommend ba flight today,Positive
couldnt book online. arrived check find bumped due overselling. ba staff available. helpful gatwick staff got us bus lhr flight toulouse. knock effect car booking sharing rest family able yo board original flight. airlines legally stopped selling seats twice.,Negative
"london heathrow mumbai boeing 787-8 business class. lounge near terminal 5, gate b36 heathrow outstanding service offerings. provides us right frame relax boarding departure delayed almost 2 hours. 787-8 flight featured older club world seating. best class comfortable enough. hear new club suites configuration far superior. british airways onboard service outstanding every respect. all, comfortable flight. one minor irritant: reason aircraft fitted wifi. got mumbai 8 am, civilized time arrive.",Positive
